target	pipeline	src_type	model	protocol	rep	rmsd	tmscore	gdtts	gdtha	aligned_len	seq_len	source
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	3	0.859	0.9678	0.9517	0.8207	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	4	0.882	0.9658	0.9466	0.8155	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	5	0.867	0.967	0.95	0.8086	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	1	0.946	0.9651	0.9569	0.8276	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	2	0.796	0.9732	0.9638	0.8569	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	3	0.934	0.9639	0.9431	0.8069	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	4	1.08	0.9572	0.931	0.769	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	5	0.866	0.9682	0.9586	0.8224	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	1	0.996	0.9581	0.9345	0.7603	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	2	1.008	0.9572	0.9293	0.7569	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	3	0.929	0.963	0.9414	0.7759	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	4	0.978	0.9606	0.9379	0.7672	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	5	0.918	0.9644	0.9466	0.7879	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	1	0.992	0.9575	0.931	0.7655	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	2	1.028	0.954	0.9172	0.7483	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	3	1.046	0.9534	0.9155	0.7397	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	4	1.052	0.953	0.9224	0.7448	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	5	1.04	0.9541	0.919	0.7431	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	1	0.908	0.9643	0.9534	0.7966	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	2	0.901	0.9659	0.9534	0.7931	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	3	0.88	0.968	0.9621	0.8103	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	4	0.889	0.9672	0.9621	0.8121	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	5	0.945	0.9608	0.9397	0.7776	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	1	1.0	0.9589	0.9379	0.7621	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	2	1.122	0.948	0.9103	0.731	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	3	0.998	0.9586	0.931	0.7534	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	4	1.031	0.9559	0.9276	0.7483	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	5	0.933	0.9624	0.9397	0.781	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	1	0.904	0.9676	0.9552	0.8414	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	2	0.947	0.9615	0.9362	0.8	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	3	0.858	0.9676	0.9586	0.8224	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	4	0.927	0.9622	0.9379	0.7879	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	5	0.929	0.9666	0.9517	0.8328	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	1	0.954	0.9606	0.9414	0.7862	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	2	0.876	0.9703	0.9552	0.8379	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	3	0.874	0.9669	0.9586	0.8293	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	4	0.827	0.9698	0.9655	0.8362	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	5	0.959	0.9605	0.9431	0.7914	145	145	af_relaxed
1IRA	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	1	1.04	0.9588	0.9362	0.7776	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	2	1.08	0.9541	0.9293	0.7552	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	3	1.027	0.9569	0.9345	0.7672	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	4	1.037	0.9589	0.9379	0.7759	144	145	af_relaxed
1IRA	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	5	1.024	0.9586	0.9431	0.7655	144	145	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	1	0.84	0.9718	0.9667	0.8076	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	2	0.743	0.9772	0.9697	0.8288	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	3	0.849	0.9714	0.9576	0.8045	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	4	0.782	0.9748	0.9621	0.8136	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	5	0.774	0.975	0.9621	0.7985	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	1	0.732	0.9777	0.9606	0.8212	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	2	0.961	0.9632	0.9303	0.7606	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	3	1.059	0.9568	0.9136	0.7258	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	4	0.843	0.9708	0.9439	0.7848	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	5	0.818	0.9725	0.95	0.797	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	1	0.903	0.9685	0.947	0.8061	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	2	0.822	0.9726	0.9485	0.8106	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	3	0.819	0.9724	0.9485	0.803	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	4	0.895	0.9686	0.9409	0.7803	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	5	0.855	0.9715	0.947	0.8091	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	1	0.921	0.9658	0.9348	0.7727	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	2	1.102	0.9564	0.9197	0.747	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	3	0.942	0.9649	0.9379	0.7667	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	4	1.017	0.9628	0.9379	0.7788	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	5	0.884	0.9686	0.9439	0.7788	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	1	0.813	0.9757	0.9727	0.8485	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	2	0.691	0.9804	0.9758	0.8515	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	3	0.564	0.9866	0.9924	0.897	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	4	0.859	0.972	0.9667	0.8273	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	5	0.798	0.9753	0.9652	0.8348	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	1	0.895	0.97	0.9545	0.8152	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	2	0.993	0.9654	0.9561	0.8197	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	3	0.979	0.9655	0.947	0.803	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	4	0.965	0.9667	0.9545	0.8182	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	5	0.919	0.9678	0.9576	0.8091	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	1	0.784	0.9749	0.9621	0.8152	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	2	0.726	0.9779	0.9697	0.8258	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	3	0.836	0.972	0.9591	0.8106	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	4	0.829	0.9717	0.9515	0.797	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	5	0.942	0.9664	0.9424	0.7924	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	1	1.028	0.9602	0.9258	0.753	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	2	0.922	0.9658	0.9303	0.7545	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	3	0.821	0.9723	0.9545	0.7924	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	4	0.939	0.965	0.9333	0.7591	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	5	0.875	0.9688	0.9424	0.7712	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	1	0.739	0.978	0.9773	0.8409	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	2	0.774	0.9753	0.953	0.8061	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	3	0.826	0.9725	0.9515	0.8061	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	4	0.831	0.9719	0.95	0.7879	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	5	0.776	0.9755	0.9636	0.8212	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	1	0.889	0.9683	0.9379	0.7727	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	2	0.917	0.9665	0.9348	0.7697	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	3	0.956	0.9645	0.9364	0.7773	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	4	0.893	0.9681	0.9424	0.7788	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	5	0.954	0.9634	0.9258	0.747	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	1	0.703	0.98	0.9803	0.8545	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	2	0.663	0.9824	0.9848	0.8818	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	3	0.954	0.9663	0.95	0.7833	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	4	0.845	0.9716	0.953	0.8106	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	5	0.673	0.9811	0.9818	0.8561	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	1	0.898	0.9701	0.9561	0.8197	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	2	0.919	0.9682	0.9545	0.797	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	3	0.861	0.9721	0.9652	0.8424	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	4	0.937	0.968	0.9561	0.8167	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	5	0.953	0.9663	0.947	0.7909	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	1	0.882	0.9698	0.9561	0.8061	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	2	0.825	0.9725	0.9576	0.8091	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	3	0.817	0.9733	0.9591	0.8227	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	4	0.833	0.9724	0.9576	0.8258	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	5	0.916	0.9666	0.9394	0.7894	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	1	0.907	0.9673	0.9424	0.7818	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	2	0.899	0.9677	0.9394	0.7742	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	3	1.104	0.9575	0.9318	0.7606	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	4	0.879	0.969	0.9485	0.7879	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	5	0.89	0.9684	0.947	0.7924	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	1	0.782	0.9758	0.9697	0.8409	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	2	0.833	0.9722	0.9515	0.8076	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	3	0.94	0.9652	0.9348	0.7742	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	4	0.841	0.9719	0.947	0.8152	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	5	0.844	0.9712	0.9515	0.8	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	1	1.056	0.9577	0.9212	0.75	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	2	1.033	0.9591	0.9197	0.7439	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	3	1.071	0.9554	0.9167	0.7439	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	4	0.885	0.9682	0.9439	0.7712	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	5	0.915	0.9668	0.9394	0.7833	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	1	0.749	0.9772	0.9682	0.8394	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	2	0.685	0.981	0.9773	0.8727	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	3	0.804	0.974	0.9621	0.8333	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	4	0.708	0.9796	0.9758	0.8561	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	5	0.781	0.9756	0.9636	0.8273	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	1	0.918	0.9683	0.953	0.8121	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	2	0.85	0.9725	0.9591	0.8394	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	3	0.978	0.9653	0.95	0.7924	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	4	0.934	0.9666	0.95	0.8061	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	5	0.891	0.9695	0.9515	0.8136	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	1	0.749	0.9765	0.9636	0.8061	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	2	0.833	0.9714	0.9515	0.7758	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	3	0.752	0.9764	0.9621	0.803	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	4	0.619	0.9838	0.9879	0.8561	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	5	0.764	0.9758	0.9652	0.8076	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	1	0.816	0.9725	0.9515	0.7864	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	2	0.926	0.9653	0.9333	0.7606	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	3	0.902	0.9668	0.9318	0.7591	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	4	0.889	0.9679	0.9379	0.7697	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	5	0.839	0.9712	0.95	0.7939	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	1	0.801	0.9735	0.947	0.7864	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	2	0.821	0.9729	0.9515	0.8136	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	3	0.809	0.9734	0.95	0.8091	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	4	0.788	0.9744	0.9561	0.8015	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	5	0.882	0.9706	0.9515	0.8045	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	1	1.025	0.96	0.9258	0.7606	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	2	0.919	0.9662	0.9364	0.7682	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	3	1.016	0.9607	0.9227	0.7652	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	4	0.924	0.9656	0.9288	0.7561	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	5	1.088	0.9565	0.9182	0.7424	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_beta	1	0.722	0.9784	0.9773	0.8409	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_beta	2	0.889	0.9704	0.9667	0.8167	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_beta	3	0.709	0.9817	0.9848	0.8924	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_beta	4	0.596	0.9851	0.9894	0.8833	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_beta	5	0.567	0.9865	0.9909	0.8985	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_ref15	1	0.988	0.9635	0.9424	0.7682	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_ref15	2	0.976	0.9653	0.9455	0.7864	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_ref15	3	0.804	0.9736	0.9606	0.803	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_ref15	4	0.917	0.9692	0.9621	0.8136	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	normal_ref15	5	0.979	0.9638	0.9424	0.7697	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_beta	1	0.81	0.9735	0.9606	0.8091	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_beta	2	0.695	0.9798	0.9742	0.8364	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_beta	3	0.809	0.9736	0.9576	0.8136	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_beta	4	0.966	0.9648	0.9364	0.8015	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_beta	5	0.716	0.9786	0.9697	0.8197	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_ref15	1	0.866	0.9693	0.9455	0.7682	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_ref15	2	0.857	0.9699	0.947	0.7879	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_ref15	3	0.83	0.9719	0.9561	0.7909	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_ref15	4	0.715	0.9786	0.9727	0.8197	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	cartesian_ref15	5	0.774	0.9751	0.9591	0.8061	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_beta	1	0.802	0.9742	0.9621	0.8167	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_beta	2	0.817	0.9728	0.95	0.8076	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_beta	3	0.792	0.975	0.9636	0.8152	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_beta	4	0.81	0.9737	0.9591	0.8152	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_beta	5	0.826	0.9727	0.953	0.8015	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_ref15	1	0.907	0.9669	0.9348	0.7652	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_ref15	2	0.883	0.9689	0.9455	0.7864	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_ref15	3	0.911	0.9668	0.9318	0.7682	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_ref15	4	0.91	0.967	0.9455	0.7742	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	dualspace_ref15	5	0.896	0.9675	0.9439	0.7712	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	normal_beta	1	0.622	0.9838	0.9894	0.8652	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	normal_beta	2	0.729	0.9788	0.9727	0.847	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	normal_beta	3	0.603	0.9849	0.9909	0.8773	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	normal_beta	4	0.735	0.9779	0.9712	0.8348	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	normal_beta	5	0.706	0.979	0.9818	0.8303	165	165	af_relaxed
1J2J	blue	af_relaxed_ranked_4	af_relaxed_ranked_4	normal_ref15	1	0.88	0.9706	0.9591	0.8152	165	165	af_relaxed
