target	source	model_idx	blue_rmsd	green_rmsd	rmsd_diff	blue_tmscore	green_tmscore	tmscore_diff	blue_gdtts	green_gdtts	gdtts_diff
1F51	amber_boltz	0	2.3180	2.3590	-0.0410	0.9380	0.9346	0.0034	0.9213	0.9254	-0.0041
1F51	amber_boltz	1	2.5190	2.1410	0.3780	0.9381	0.9489	-0.0108	0.9282	0.9378	-0.0096
1F51	amber_boltz	2	2.3280	2.5860	-0.2580	0.9401	0.9192	0.0209	0.9268	0.8964	0.0304
1F51	amber_boltz	3	2.6150	2.3860	0.2290	0.9244	0.9394	-0.0150	0.9102	0.9268	-0.0166
1F51	amber_boltz	4	2.2260	2.5670	-0.3410	0.9337	0.9239	0.0098	0.9061	0.8978	0.0083
1F51	boltz	0	2.3190	2.3630	-0.0440	0.9384	0.9348	0.0036	0.9227	0.9213	0.0014
1F51	boltz	1	2.5230	2.1440	0.3790	0.9386	0.9491	-0.0105	0.9268	0.9420	-0.0152
1F51	boltz	2	2.3350	2.5880	-0.2530	0.9403	0.9195	0.0208	0.9282	0.8950	0.0332
1F51	boltz	3	2.6210	2.3880	0.2330	0.9245	0.9397	-0.0152	0.9088	0.9254	-0.0166
1F51	boltz	4	2.2310	2.5700	-0.3390	0.9337	0.9242	0.0095	0.9061	0.8992	0.0069
1F6M	af_relaxed	0	1.5320	1.4390	0.0930	0.9513	0.9567	-0.0054	0.8680	0.8750	-0.0070
1F6M	af_relaxed	1	1.4000	1.0170	0.3830	0.9584	0.9776	-0.0192	0.8805	0.9305	-0.0500
1F6M	af_relaxed	2	7.0420	1.5540	5.4880	0.7033	0.9494	-0.2461	0.6359	0.8633	-0.2274
1F6M	af_relaxed	3	7.0730	7.0310	0.0420	0.7024	0.7035	-0.0011	0.6359	0.6367	-0.0008
1F6M	af_relaxed	4	6.9450	7.0610	-0.1160	0.7055	0.7030	0.0025	0.6383	0.6383	0.0000
1F6M	af_unrelaxed	0	7.0670	1.4400	5.6270	0.7029	0.9567	-0.2538	0.6383	0.8750	-0.2367
1F6M	af_unrelaxed	1	1.4020	1.0210	0.3810	0.9582	0.9774	-0.0192	0.8797	0.9273	-0.0476
1F6M	af_unrelaxed	2	1.5320	1.5550	-0.0230	0.9513	0.9494	0.0019	0.8664	0.8625	0.0039
1F6M	af_unrelaxed	3	7.0480	7.0340	0.0140	0.7035	0.7036	-0.0001	0.6375	0.6367	0.0008
1F6M	af_unrelaxed	4	6.9440	7.0580	-0.1140	0.7058	0.7035	0.0023	0.6391	0.6375	0.0016
1F6M	amber_af	0	7.0730	1.4390	5.6340	0.7024	0.9567	-0.2543	0.6359	0.8750	-0.2391
1F6M	amber_af	1	1.4000	1.0170	0.3830	0.9584	0.9776	-0.0192	0.8805	0.9313	-0.0508
1F6M	amber_af	2	1.5330	1.5540	-0.0210	0.9513	0.9494	0.0019	0.8672	0.8648	0.0024
1F6M	amber_af	3	7.0420	7.0300	0.0120	0.7032	0.7034	-0.0002	0.6352	0.6352	0.0000
1F6M	amber_af	4	6.9430	7.0630	-0.1200	0.7056	0.7029	0.0027	0.6383	0.6367	0.0016
1F6M	amber_boltz	0	0.7450	1.0840	-0.3390	0.9879	0.9749	0.0130	0.9789	0.9180	0.0609
1F6M	amber_boltz	1	0.8860	0.8040	0.0820	0.9830	0.9860	-0.0030	0.9500	0.9672	-0.0172
1F6M	amber_boltz	2	0.9980	0.8610	0.1370	0.9786	0.9839	-0.0053	0.9398	0.9516	-0.0118
1F6M	amber_boltz	3	0.8300	0.9530	-0.1230	0.9864	0.9806	0.0058	0.9711	0.9422	0.0289
1F6M	amber_boltz	4	0.9270	0.9850	-0.0580	0.9823	0.9791	0.0032	0.9547	0.9422	0.0125
1F6M	boltz	0	0.7350	1.0820	-0.3470	0.9882	0.9750	0.0132	0.9797	0.9164	0.0633
1F6M	boltz	1	0.8760	0.7990	0.0770	0.9833	0.9861	-0.0028	0.9500	0.9672	-0.0172
1F6M	boltz	2	0.9910	0.8550	0.1360	0.9788	0.9841	-0.0053	0.9391	0.9539	-0.0148
1F6M	boltz	3	0.8180	0.9430	-0.1250	0.9867	0.9809	0.0058	0.9703	0.9414	0.0289
1F6M	boltz	4	0.9160	0.9800	-0.0640	0.9826	0.9793	0.0033	0.9555	0.9437	0.0118
1FAK	af_relaxed	0	0.7430	0.7400	0.0030	0.9887	0.9887	0.0000	0.9831	0.9821	0.0010
1FAK	af_relaxed	1	0.7700	0.7420	0.0280	0.9877	0.9886	-0.0009	0.9791	0.9811	-0.0020
1FAK	af_relaxed	2	0.8130	0.7440	0.0690	0.9857	0.9886	-0.0029	0.9731	0.9821	-0.0090
1FAK	af_relaxed	3	0.7480	0.7590	-0.0110	0.9884	0.9880	0.0004	0.9801	0.9791	0.0010
1FAK	af_relaxed	4	0.8070	0.7440	0.0630	0.9870	0.9885	-0.0015	0.9771	0.9801	-0.0030
1FAK	af_unrelaxed	0	0.7350	0.7340	0.0010	0.9888	0.9888	0.0000	0.9821	0.9811	0.0010
1FAK	af_unrelaxed	1	0.7580	0.7370	0.0210	0.9884	0.9886	-0.0002	0.9821	0.9811	0.0010
1FAK	af_unrelaxed	2	0.7430	0.7370	0.0060	0.9885	0.9887	-0.0002	0.9811	0.9821	-0.0010
1FAK	af_unrelaxed	3	0.7510	0.7520	-0.0010	0.9882	0.9882	0.0000	0.9791	0.9791	0.0000
1FAK	af_unrelaxed	4	0.7420	0.7380	0.0040	0.9884	0.9886	-0.0002	0.9811	0.9811	0.0000
1FAK	amber_af	0	0.7430	0.7400	0.0030	0.9887	0.9887	0.0000	0.9831	0.9821	0.0010
1FAK	amber_af	1	0.8090	0.7430	0.0660	0.9870	0.9886	-0.0016	0.9771	0.9811	-0.0040
1FAK	amber_af	2	0.7480	0.7450	0.0030	0.9884	0.9886	-0.0002	0.9811	0.9821	-0.0010
1FAK	amber_af	3	0.7620	0.7590	0.0030	0.9880	0.9881	-0.0001	0.9791	0.9791	0.0000
1FAK	amber_af	4	0.8120	0.7590	0.0530	0.9857	0.9881	-0.0024	0.9741	0.9801	-0.0060
1FAK	amber_boltz	0	0.7700	0.7660	0.0040	0.9882	0.9882	0.0000	0.9821	0.9821	0.0000
1FAK	amber_boltz	1	0.7920	0.7730	0.0190	0.9872	0.9887	-0.0015	0.9791	0.9811	-0.0020
1FAK	amber_boltz	2	0.7660	0.7900	-0.0240	0.9884	0.9876	0.0008	0.9811	0.9821	-0.0010
1FAK	amber_boltz	3	0.7710	0.7620	0.0090	0.9884	0.9887	-0.0003	0.9831	0.9811	0.0020
1FAK	amber_boltz	4	0.7600	0.7420	0.0180	0.9884	0.9892	-0.0008	0.9821	0.9841	-0.0020
1FAK	boltz	0	0.7620	0.7610	0.0010	0.9884	0.9883	0.0001	0.9821	0.9801	0.0020
1FAK	boltz	1	0.7830	0.7670	0.0160	0.9874	0.9889	-0.0015	0.9791	0.9811	-0.0020
1FAK	boltz	2	0.7600	0.7800	-0.0200	0.9885	0.9879	0.0006	0.9821	0.9811	0.0010
1FAK	boltz	3	0.7610	0.7530	0.0080	0.9887	0.9889	-0.0002	0.9811	0.9801	0.0010
1FAK	boltz	4	0.7500	0.7350	0.0150	0.9887	0.9893	-0.0006	0.9821	0.9841	-0.0020
1FC2	af_relaxed	0	2.1000	2.1060	-0.0060	0.7780	0.7775	0.0005	0.8953	0.8895	0.0058
1FC2	af_relaxed	1	3.4290	3.5570	-0.1280	0.6692	0.7180	-0.0488	0.7965	0.8372	-0.0407
1FC2	af_relaxed	2	2.2540	4.0940	-1.8400	0.6670	0.4956	0.1714	0.8023	0.6686	0.1337
1FC2	af_relaxed	3	3.0910	2.4330	0.6580	0.6994	0.6673	0.0321	0.8140	0.8081	0.0059
1FC2	af_relaxed	4	3.8470	3.1220	0.7250	0.7040	0.6864	0.0176	0.8314	0.8023	0.0291
1FC2	af_unrelaxed	0	2.1920	2.1080	0.0840	0.7098	0.7803	-0.0705	0.8256	0.8895	-0.0639
1FC2	af_unrelaxed	1	3.8870	3.5790	0.3080	0.7153	0.7233	-0.0080	0.8372	0.8488	-0.0116
1FC2	af_unrelaxed	2	3.1780	3.7400	-0.5620	0.7084	0.6859	0.0225	0.8314	0.8081	0.0233
1FC2	af_unrelaxed	3	3.4080	2.5330	0.8750	0.6983	0.6630	0.0353	0.8198	0.8081	0.0117
1FC2	af_unrelaxed	4	2.0980	3.1010	-1.0030	0.7825	0.6969	0.0856	0.8953	0.8314	0.0639
1FC2	amber_af	0	2.3850	2.1060	0.2790	0.6678	0.7776	-0.1098	0.8140	0.8895	-0.0755
1FC2	amber_af	1	3.8530	3.5480	0.3050	0.7034	0.7133	-0.0099	0.8314	0.8430	-0.0116
1FC2	amber_af	2	3.1250	4.1170	-0.9920	0.7006	0.5034	0.1972	0.8081	0.6686	0.1395
1FC2	amber_af	3	3.4300	2.4460	0.9840	0.6687	0.6718	-0.0031	0.7965	0.8140	-0.0175
1FC2	amber_af	4	2.0990	3.2680	-1.1690	0.7781	0.6806	0.0975	0.8953	0.7965	0.0988
1FC2	amber_boltz	0	2.6310	2.3910	0.2400	0.7158	0.7275	-0.0117	0.8314	0.8430	-0.0116
1FC2	amber_boltz	1	2.1740	2.3920	-0.2180	0.7766	0.7088	0.0678	0.8895	0.8430	0.0465
1FC2	amber_boltz	2	2.2760	2.6230	-0.3470	0.7344	0.7356	-0.0012	0.8547	0.8488	0.0059
1FC2	amber_boltz	3	2.8430	2.5220	0.3210	0.6633	0.7236	-0.0603	0.7907	0.8372	-0.0465
1FC2	amber_boltz	4	2.6900	2.6180	0.0720	0.7277	0.7721	-0.0444	0.8372	0.8663	-0.0291
1FC2	boltz	0	2.6030	2.3990	0.2040	0.7188	0.7303	-0.0115	0.8314	0.8430	-0.0116
1FC2	boltz	1	2.1740	2.3730	-0.1990	0.7798	0.7108	0.0690	0.8895	0.8372	0.0523
1FC2	boltz	2	2.2920	2.6310	-0.3390	0.7353	0.7365	-0.0012	0.8488	0.8488	0.0000
1FC2	boltz	3	2.8320	2.5130	0.3190	0.6645	0.7259	-0.0614	0.8023	0.8314	-0.0291
1FC2	boltz	4	2.6890	2.6150	0.0740	0.7306	0.7717	-0.0411	0.8430	0.8721	-0.0291
1FCC	af_relaxed	0	1.4020	1.4010	0.0010	0.9445	0.9449	-0.0004	0.8896	0.8920	-0.0024
1FCC	af_relaxed	1	1.3090	1.3770	-0.0680	0.9523	0.9465	0.0058	0.9102	0.8920	0.0182
1FCC	af_relaxed	2	1.3700	1.3040	0.0660	0.9469	0.9527	-0.0058	0.8932	0.9102	-0.0170
1FCC	af_relaxed	3	1.5220	1.3470	0.1750	0.9342	0.9488	-0.0146	0.8750	0.8956	-0.0206
1FCC	af_relaxed	4	1.3740	1.3770	-0.0030	0.9462	0.9460	0.0002	0.8908	0.8920	-0.0012
1FCC	af_unrelaxed	0	1.3740	1.3960	-0.0220	0.9461	0.9452	0.0009	0.8944	0.8932	0.0012
1FCC	af_unrelaxed	1	1.4720	1.3790	0.0930	0.9382	0.9463	-0.0081	0.8847	0.8944	-0.0097
1FCC	af_unrelaxed	2	1.4030	1.2970	0.1060	0.9443	0.9532	-0.0089	0.8908	0.9163	-0.0255
1FCC	af_unrelaxed	3	1.3020	1.3520	-0.0500	0.9527	0.9484	0.0043	0.9150	0.8956	0.0194
1FCC	af_unrelaxed	4	1.3660	1.3730	-0.0070	0.9472	0.9463	0.0009	0.8932	0.8968	-0.0036
1FCC	amber_af	0	1.3740	1.4010	-0.0270	0.9462	0.9449	0.0013	0.8920	0.8920	0.0000
1FCC	amber_af	1	1.5140	1.3770	0.1370	0.9349	0.9465	-0.0116	0.8762	0.8932	-0.0170
1FCC	amber_af	2	1.4010	1.3030	0.0980	0.9446	0.9527	-0.0081	0.8908	0.9102	-0.0194
1FCC	amber_af	3	1.3090	1.3480	-0.0390	0.9523	0.9488	0.0035	0.9114	0.8956	0.0158
1FCC	amber_af	4	1.3730	1.3770	-0.0040	0.9467	0.9460	0.0007	0.8920	0.8908	0.0012
1FCC	amber_boltz	0	1.1560	1.0070	0.1490	0.9626	0.9673	-0.0047	0.9430	0.9308	0.0122
1FCC	amber_boltz	1	1.2050	1.0900	0.1150	0.9573	0.9667	-0.0094	0.9199	0.9466	-0.0267
1FCC	amber_boltz	2	1.1040	1.1160	-0.0120	0.9653	0.9638	0.0015	0.9430	0.9393	0.0037
1FCC	amber_boltz	3	1.0050	1.1660	-0.1610	0.9685	0.9600	0.0085	0.9405	0.9223	0.0182
1FCC	amber_boltz	4	1.0460	1.2570	-0.2110	0.9679	0.9534	0.0145	0.9466	0.9017	0.0449
1FCC	boltz	0	1.1490	1.0030	0.1460	0.9629	0.9675	-0.0046	0.9417	0.9308	0.0109
1FCC	boltz	1	1.2020	1.0870	0.1150	0.9575	0.9670	-0.0095	0.9199	0.9490	-0.0291
1FCC	boltz	2	1.1010	1.1140	-0.0130	0.9655	0.9641	0.0014	0.9417	0.9417	0.0000
1FCC	boltz	3	1.0010	1.1660	-0.1650	0.9688	0.9601	0.0087	0.9393	0.9223	0.0170
1FCC	boltz	4	1.0470	1.2550	-0.2080	0.9679	0.9536	0.0143	0.9454	0.9017	0.0437
1FFW	af_relaxed	0	0.3270	0.3270	0.0000	0.9940	0.9940	0.0000	1.0000	1.0000	0.0000
1FFW	af_relaxed	1	0.3300	0.3290	0.0010	0.9939	0.9939	0.0000	1.0000	1.0000	0.0000
1FFW	af_relaxed	2	0.3370	0.3340	0.0030	0.9936	0.9937	-0.0001	1.0000	1.0000	0.0000
1FFW	af_relaxed	3	0.3310	0.3310	0.0000	0.9939	0.9939	0.0000	1.0000	1.0000	0.0000
1FFW	af_relaxed	4	0.3350	0.3340	0.0010	0.9937	0.9938	-0.0001	1.0000	1.0000	0.0000
1FFW	af_unrelaxed	0	0.3290	0.3220	0.0070	0.9939	0.9942	-0.0003	1.0000	1.0000	0.0000
1FFW	af_unrelaxed	1	0.3250	0.3240	0.0010	0.9941	0.9941	0.0000	1.0000	1.0000	0.0000
1FFW	af_unrelaxed	2	0.3330	0.3330	0.0000	0.9938	0.9938	0.0000	1.0000	1.0000	0.0000
1FFW	af_unrelaxed	3	0.3260	0.3310	-0.0050	0.9940	0.9939	0.0001	1.0000	1.0000	0.0000
1FFW	af_unrelaxed	4	0.3370	0.3330	0.0040	0.9936	0.9938	-0.0002	1.0000	1.0000	0.0000
1FFW	amber_af	0	0.3310	0.3260	0.0050	0.9939	0.9940	-0.0001	1.0000	1.0000	0.0000
1FFW	amber_af	1	0.3280	0.3370	-0.0090	0.9940	0.9936	0.0004	1.0000	1.0000	0.0000
1FFW	amber_af	2	0.3360	0.3360	0.0000	0.9937	0.9937	0.0000	1.0000	1.0000	0.0000
1FFW	amber_af	3	0.3300	0.3300	0.0000	0.9939	0.9939	0.0000	1.0000	1.0000	0.0000
1FFW	amber_af	4	0.3350	0.3330	0.0020	0.9937	0.9938	-0.0001	1.0000	1.0000	0.0000
1FFW	amber_boltz	0	0.3440	0.3400	0.0040	0.9934	0.9935	-0.0001	1.0000	1.0000	0.0000
1FFW	amber_boltz	1	0.3540	0.3540	0.0000	0.9930	0.9930	0.0000	1.0000	1.0000	0.0000
1FFW	amber_boltz	2	0.3660	0.3510	0.0150	0.9925	0.9931	-0.0006	1.0000	1.0000	0.0000
1FFW	amber_boltz	3	0.3420	0.3340	0.0080	0.9935	0.9938	-0.0003	1.0000	1.0000	0.0000
1FFW	amber_boltz	4	0.3570	0.3590	-0.0020	0.9929	0.9928	0.0001	1.0000	1.0000	0.0000
1FFW	boltz	0	0.3410	0.3360	0.0050	0.9935	0.9937	-0.0002	1.0000	1.0000	0.0000
1FFW	boltz	1	0.3530	0.3520	0.0010	0.9931	0.9931	0.0000	1.0000	1.0000	0.0000
1FFW	boltz	2	0.3640	0.3500	0.0140	0.9926	0.9932	-0.0006	1.0000	1.0000	0.0000
1FFW	boltz	3	0.3400	0.3260	0.0140	0.9936	0.9941	-0.0005	1.0000	1.0000	0.0000
1FFW	boltz	4	0.3530	0.3550	-0.0020	0.9931	0.9930	0.0001	1.0000	1.0000	0.0000
1FLE	af_relaxed	0	0.3170	0.3270	-0.0100	0.9970	0.9968	0.0002	1.0000	1.0000	0.0000
1FLE	af_relaxed	1	0.3110	0.3140	-0.0030	0.9971	0.9970	0.0001	1.0000	1.0000	0.0000
1FLE	af_relaxed	2	0.3230	0.3150	0.0080	0.9969	0.9970	-0.0001	1.0000	1.0000	0.0000
1FLE	af_relaxed	3	0.3060	0.3070	-0.0010	0.9972	0.9972	0.0000	1.0000	1.0000	0.0000
1FLE	af_relaxed	4	0.3220	0.3230	-0.0010	0.9969	0.9969	0.0000	1.0000	1.0000	0.0000
1FLE	af_unrelaxed	0	0.3090	0.3220	-0.0130	0.9971	0.9969	0.0002	1.0000	1.0000	0.0000
1FLE	af_unrelaxed	1	0.3010	0.3080	-0.0070	0.9973	0.9972	0.0001	1.0000	1.0000	0.0000
1FLE	af_unrelaxed	2	0.3050	0.3080	-0.0030	0.9972	0.9972	0.0000	1.0000	1.0000	0.0000
1FLE	af_unrelaxed	3	0.3120	0.3010	0.0110	0.9971	0.9973	-0.0002	1.0000	1.0000	0.0000
1FLE	af_unrelaxed	4	0.3190	0.3150	0.0040	0.9969	0.9970	-0.0001	1.0000	1.0000	0.0000
1FLE	amber_af	0	0.3160	0.3280	-0.0120	0.9970	0.9968	0.0002	1.0000	1.0000	0.0000
1FLE	amber_af	1	0.3090	0.3130	-0.0040	0.9971	0.9971	0.0000	1.0000	1.0000	0.0000
1FLE	amber_af	2	0.3110	0.3150	-0.0040	0.9971	0.9970	0.0001	1.0000	1.0000	0.0000
1FLE	amber_af	3	0.3220	0.3060	0.0160	0.9969	0.9972	-0.0003	1.0000	1.0000	0.0000
1FLE	amber_af	4	0.3230	0.3230	0.0000	0.9969	0.9969	0.0000	1.0000	1.0000	0.0000
1FLE	amber_boltz	0	0.3290	0.3220	0.0070	0.9967	0.9969	-0.0002	0.9990	0.9979	0.0011
1FLE	amber_boltz	1	0.3200	0.3300	-0.0100	0.9969	0.9967	0.0002	1.0000	0.9990	0.0010
1FLE	amber_boltz	2	0.3250	0.3280	-0.0030	0.9968	0.9968	0.0000	1.0000	1.0000	0.0000
1FLE	amber_boltz	3	0.3160	0.3300	-0.0140	0.9970	0.9967	0.0003	0.9990	0.9990	0.0000
1FLE	amber_boltz	4	0.3250	0.3260	-0.0010	0.9968	0.9968	0.0000	0.9990	0.9979	0.0011
1FLE	boltz	0	0.3230	0.3120	0.0110	0.9969	0.9971	-0.0002	0.9990	0.9990	0.0000
1FLE	boltz	1	0.3120	0.3190	-0.0070	0.9971	0.9970	0.0001	0.9990	0.9979	0.0011
1FLE	boltz	2	0.3160	0.3190	-0.0030	0.9970	0.9969	0.0001	1.0000	1.0000	0.0000
1FLE	boltz	3	0.3020	0.3190	-0.0170	0.9973	0.9970	0.0003	1.0000	0.9990	0.0010
1FLE	boltz	4	0.3130	0.3130	0.0000	0.9971	0.9971	0.0000	1.0000	0.9990	0.0010
1FQ1	af_relaxed	0	1.3140	1.2940	0.0200	0.9680	0.9686	-0.0006	0.9577	0.9590	-0.0013
1FQ1	af_relaxed	1	1.3230	1.3300	-0.0070	0.9678	0.9673	0.0005	0.9631	0.9604	0.0027
1FQ1	af_relaxed	2	1.3310	1.3040	0.0270	0.9678	0.9690	-0.0012	0.9604	0.9604	0.0000
1FQ1	af_relaxed	3	1.2980	1.3180	-0.0200	0.9691	0.9682	0.0009	0.9604	0.9617	-0.0013
1FQ1	af_relaxed	4	1.3120	1.3130	-0.0010	0.9670	0.9672	-0.0002	0.9563	0.9577	-0.0014
1FQ1	af_unrelaxed	0	1.3150	1.2860	0.0290	0.9682	0.9690	-0.0008	0.9631	0.9590	0.0041
1FQ1	af_unrelaxed	1	1.3240	1.3230	0.0010	0.9680	0.9676	0.0004	0.9617	0.9617	0.0000
1FQ1	af_unrelaxed	2	1.2890	1.2940	-0.0050	0.9695	0.9694	0.0001	0.9631	0.9631	0.0000
1FQ1	af_unrelaxed	3	1.3060	1.3110	-0.0050	0.9674	0.9685	-0.0011	0.9590	0.9631	-0.0041
1FQ1	af_unrelaxed	4	1.3060	1.3070	-0.0010	0.9684	0.9675	0.0009	0.9577	0.9590	-0.0013
1FQ1	amber_af	0	1.3230	1.2940	0.0290	0.9678	0.9686	-0.0008	0.9631	0.9604	0.0027
1FQ1	amber_af	1	1.3310	1.3300	0.0010	0.9678	0.9672	0.0006	0.9604	0.9590	0.0014
1FQ1	amber_af	2	1.2990	1.3030	-0.0040	0.9691	0.9690	0.0001	0.9604	0.9604	0.0000
1FQ1	amber_af	3	1.3130	1.3190	-0.0060	0.9669	0.9682	-0.0013	0.9563	0.9617	-0.0054
1FQ1	amber_af	4	1.3150	1.3130	0.0020	0.9679	0.9672	0.0007	0.9577	0.9563	0.0014
1FQ1	amber_boltz	0	1.3680	1.3660	0.0020	0.9664	0.9688	-0.0024	0.9563	0.9631	-0.0068
1FQ1	amber_boltz	1	1.3480	1.3320	0.0160	0.9689	0.9689	0.0000	0.9631	0.9631	0.0000
1FQ1	amber_boltz	2	1.3200	1.2880	0.0320	0.9688	0.9708	-0.0020	0.9631	0.9672	-0.0041
1FQ1	amber_boltz	3	1.3040	1.3480	-0.0440	0.9696	0.9685	0.0011	0.9645	0.9631	0.0014
1FQ1	amber_boltz	4	1.3370	1.3160	0.0210	0.9691	0.9687	0.0004	0.9631	0.9631	0.0000
1FQ1	boltz	0	1.3580	1.3570	0.0010	0.9670	0.9693	-0.0023	0.9577	0.9658	-0.0081
1FQ1	boltz	1	1.3440	1.3250	0.0190	0.9692	0.9695	-0.0003	0.9617	0.9645	-0.0028
1FQ1	boltz	2	1.3140	1.2780	0.0360	0.9693	0.9712	-0.0019	0.9631	0.9658	-0.0027
1FQ1	boltz	3	1.2970	1.3400	-0.0430	0.9700	0.9688	0.0012	0.9658	0.9617	0.0041
1FQ1	boltz	4	1.3330	1.3090	0.0240	0.9694	0.9690	0.0004	0.9645	0.9631	0.0014
1FQJ	af_relaxed	0	0.5560	0.5420	0.0140	0.9932	0.9936	-0.0004	0.9890	0.9921	-0.0031
1FQJ	af_relaxed	1	0.5310	0.5560	-0.0250	0.9938	0.9932	0.0006	0.9929	0.9890	0.0039
1FQJ	af_relaxed	2	0.5700	0.5340	0.0360	0.9930	0.9938	-0.0008	0.9921	0.9929	-0.0008
1FQJ	af_relaxed	3	0.5330	0.5820	-0.0490	0.9938	0.9927	0.0011	0.9929	0.9905	0.0024
1FQJ	af_relaxed	4	0.5600	0.5490	0.0110	0.9931	0.9933	-0.0002	0.9905	0.9921	-0.0016
1FQJ	af_unrelaxed	0	0.5480	0.5330	0.0150	0.9933	0.9938	-0.0005	0.9897	0.9921	-0.0024
1FQJ	af_unrelaxed	1	0.5630	0.5470	0.0160	0.9931	0.9933	-0.0002	0.9913	0.9890	0.0023
1FQJ	af_unrelaxed	2	0.5230	0.5240	-0.0010	0.9940	0.9940	0.0000	0.9921	0.9929	-0.0008
1FQJ	af_unrelaxed	3	0.5550	0.5750	-0.0200	0.9932	0.9928	0.0004	0.9913	0.9913	0.0000
1FQJ	af_unrelaxed	4	0.5210	0.5440	-0.0230	0.9940	0.9934	0.0006	0.9929	0.9921	0.0008
1FQJ	amber_af	0	0.5600	0.5420	0.0180	0.9931	0.9936	-0.0005	0.9890	0.9921	-0.0031
1FQJ	amber_af	1	0.5700	0.5550	0.0150	0.9930	0.9932	-0.0002	0.9921	0.9890	0.0031
1FQJ	amber_af	2	0.5340	0.5340	0.0000	0.9938	0.9938	0.0000	0.9929	0.9929	0.0000
1FQJ	amber_af	3	0.5600	0.5820	-0.0220	0.9931	0.9927	0.0004	0.9905	0.9905	0.0000
1FQJ	amber_af	4	0.5330	0.5490	-0.0160	0.9938	0.9933	0.0005	0.9929	0.9921	0.0008
1FQJ	amber_boltz	0	0.6170	0.5760	0.0410	0.9920	0.9930	-0.0010	0.9882	0.9866	0.0016
1FQJ	amber_boltz	1	0.5270	0.5690	-0.0420	0.9944	0.9931	0.0013	0.9929	0.9905	0.0024
1FQJ	amber_boltz	2	0.6020	0.6020	0.0000	0.9917	0.9924	-0.0007	0.9866	0.9890	-0.0024
1FQJ	amber_boltz	3	0.6020	0.6610	-0.0590	0.9923	0.9907	0.0016	0.9882	0.9858	0.0024
1FQJ	amber_boltz	4	0.5840	0.6310	-0.0470	0.9929	0.9914	0.0015	0.9905	0.9866	0.0039
1FQJ	boltz	0	0.6100	0.5720	0.0380	0.9922	0.9931	-0.0009	0.9874	0.9882	-0.0008
1FQJ	boltz	1	0.5210	0.5680	-0.0470	0.9945	0.9931	0.0014	0.9937	0.9897	0.0040
1FQJ	boltz	2	0.6000	0.5940	0.0060	0.9918	0.9926	-0.0008	0.9858	0.9897	-0.0039
1FQJ	boltz	3	0.5970	0.6570	-0.0600	0.9925	0.9907	0.0018	0.9890	0.9874	0.0016
1FQJ	boltz	4	0.5800	0.6270	-0.0470	0.9930	0.9915	0.0015	0.9905	0.9874	0.0031
1GCQ	af_relaxed	0	1.0900	1.0260	0.0640	0.9389	0.9384	0.0005	0.9737	0.9693	0.0044
1GCQ	af_relaxed	1	1.2130	1.0380	0.1750	0.9324	0.9384	-0.0060	0.9605	0.9737	-0.0132
1GCQ	af_relaxed	2	1.0470	1.0180	0.0290	0.9344	0.9338	0.0006	0.9737	0.9649	0.0088
1GCQ	af_relaxed	3	1.1450	1.1300	0.0150	0.9350	0.9340	0.0010	0.9649	0.9649	0.0000
1GCQ	af_relaxed	4	1.2330	1.2290	0.0040	0.9331	0.9329	0.0002	0.9693	0.9649	0.0044
1GCQ	af_unrelaxed	0	1.0640	1.0120	0.0520	0.9406	0.9396	0.0010	0.9737	0.9693	0.0044
1GCQ	af_unrelaxed	1	1.2080	1.0180	0.1900	0.9348	0.9399	-0.0051	0.9649	0.9737	-0.0088
1GCQ	af_unrelaxed	2	1.1150	1.0020	0.1130	0.9366	0.9347	0.0019	0.9693	0.9649	0.0044
1GCQ	af_unrelaxed	3	1.1880	1.1000	0.0880	0.9341	0.9359	-0.0018	0.9649	0.9693	-0.0044
1GCQ	af_unrelaxed	4	1.0270	1.2030	-0.1760	0.9356	0.9345	0.0011	0.9693	0.9605	0.0088
1GCQ	amber_af	0	1.0900	1.0270	0.0630	0.9388	0.9383	0.0005	0.9737	0.9693	0.0044
1GCQ	amber_af	1	1.2330	1.0380	0.1950	0.9331	0.9385	-0.0054	0.9693	0.9737	-0.0044
1GCQ	amber_af	2	1.1450	1.0180	0.1270	0.9350	0.9339	0.0011	0.9649	0.9649	0.0000
1GCQ	amber_af	3	1.2130	1.1300	0.0830	0.9324	0.9341	-0.0017	0.9605	0.9649	-0.0044
1GCQ	amber_af	4	1.0470	1.2290	-0.1820	0.9344	0.9329	0.0015	0.9737	0.9649	0.0088
1GCQ	amber_boltz	0	1.2710	1.4500	-0.1790	0.9387	0.9350	0.0037	0.9693	0.9649	0.0044
1GCQ	amber_boltz	1	0.9910	1.4070	-0.4160	0.9388	0.9347	0.0041	0.9693	0.9605	0.0088
1GCQ	amber_boltz	2	1.3380	1.1530	0.1850	0.9389	0.9410	-0.0021	0.9693	0.9693	0.0000
1GCQ	amber_boltz	3	1.4040	1.3210	0.0830	0.9406	0.9360	0.0046	0.9693	0.9649	0.0044
1GCQ	amber_boltz	4	1.1550	1.4120	-0.2570	0.9390	0.9357	0.0033	0.9649	0.9649	0.0000
1GCQ	boltz	0	1.2580	1.4410	-0.1830	0.9403	0.9365	0.0038	0.9649	0.9649	0.0000
1GCQ	boltz	1	0.9820	1.4000	-0.4180	0.9402	0.9366	0.0036	0.9693	0.9649	0.0044
